BATCH CONVERSION REPORT
Generated:,2025-12-29 15:43:59
Source:,C:\Projects\FRAMEWORK_PARSER\PLC_410D1
Output:,C:\Projects\FRAMEWORK_PARSER\PLC_410D1_Parsed

=== SUMMARY ===
Total Files Discovered:,1209
Files Processed:,1077
Successful Conversions:,1070
Failed Conversions:,0
Validation Errors (??? found):,7
Skipped (Non-XML/Unsupported):,132
Overall Success Rate:,99.4%
Total Processing Time:,10.2s
Average Time per File:,0.00s

=== FILE TYPE DISTRIBUTION ===
File Type,Total,Success,Failed,Validation Errors,Skipped,Success Rate
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\10_CoilHandling\TicknessCheck\Thickness_Par.xml,Software units\31_Area01\PLC data types\10_CoilHandling\TicknessCheck\Thickness_Par.xml,udt,SUCCESS,0.00,3032,372,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\10_CoilHandling\TicknessCheck\Thickness_PersData.xml,Software units\31_Area01\PLC data types\10_CoilHandling\TicknessCheck\Thickness_PersData.xml,udt,SUCCESS,0.00,4120,474,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\21_22_Decoiler\Decoiler_Manager.xml,Software units\31_Area01\PLC data types\21_22_Decoiler\Decoiler_Manager.xml,udt,SUCCESS,0.00,3155,470,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\21_22_Decoiler\Decoiler_Pers.xml,Software units\31_Area01\PLC data types\21_22_Decoiler\Decoiler_Pers.xml,udt,SUCCESS,0.00,4984,1374,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\21_22_Decoiler\Decoiler_Status.xml,Software units\31_Area01\PLC data types\21_22_Decoiler\Decoiler_Status.xml,udt,SUCCESS,0.00,2717,375,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\23_DecoilersHRot\DecoilersHRot_Manager.xml,Software units\31_Area01\PLC data types\23_DecoilersHRot\DecoilersHRot_Manager.xml,udt,SUCCESS,0.00,2467,363,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\23_DecoilersHRot\DecoilersHRot_Status.xml,Software units\31_Area01\PLC data types\23_DecoilersHRot\DecoilersHRot_Status.xml,udt,SUCCESS,0.00,2672,383,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\24_Peeler\Peeler_Manager.xml,Software units\31_Area01\PLC data types\24_Peeler\Peeler_Manager.xml,udt,SUCCESS,0.00,2380,293,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\24_Peeler\Peeler_Status.xml,Software units\31_Area01\PLC data types\24_Peeler\Peeler_Status.xml,udt,SUCCESS,0.00,2282,218,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\30_Straightener\Straightener_Manager.xml,Software units\31_Area01\PLC data types\30_Straightener\Straightener_Manager.xml,udt,SUCCESS,0.00,2288,243,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\30_Straightener\Straightener_Status.xml,Software units\31_Area01\PLC data types\30_Straightener\Straightener_Status.xml,udt,SUCCESS,0.00,2278,232,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\31_JB\JB_Manager.xml,Software units\31_Area01\PLC data types\31_JB\JB_Manager.xml,udt,SUCCESS,0.00,2710,463,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\31_JB\JB_Status.xml,Software units\31_Area01\PLC data types\31_JB\JB_Status.xml,udt,SUCCESS,0.00,2725,465,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC data types\31_JB\JB_WeldingSetUp.xml,Software units\31_Area01\PLC data types\31_JB\JB_WeldingSetUp.xml,udt,SUCCESS,0.00,2948,277,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC tags\COIL_HANDLING_CONST.xml,Software units\31_Area01\PLC tags\COIL_HANDLING_CONST.xml,tags,SUCCESS,0.00,11191,320,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\PLC tags\Default tag table_4.xml,Software units\31_Area01\PLC tags\Default tag table_4.xml,tags,SUCCESS,0.00,1465,57,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\00_OB\A01_OB1.xml,Software units\31_Area01\Program blocks\00_OB\A01_OB1.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\01_AREA\Area01.xml,Software units\31_Area01\Program blocks\01_AREA\Area01.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\01_AREA\Area01_CALL.xml,Software units\31_Area01\Program blocks\01_AREA\Area01_CALL.xml,fc,SUCCESS,0.03,845860,57201,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\01_AREA\Area01_ITF.xml,Software units\31_Area01\Program blocks\01_AREA\Area01_ITF.xml,fc,SUCCESS,0.01,123536,8794,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\01_AREA\Area01_Messages.xml,Software units\31_Area01\Program blocks\01_AREA\Area01_Messages.xml,db,SUCCESS,0.00,3001,473,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\01_AREA\Area01_Msg_Alarms.xml,Software units\31_Area01\Program blocks\01_AREA\Area01_Msg_Alarms.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\01_AREA\Area01_Msg_Warnings.xml,Software units\31_Area01\Program blocks\01_AREA\Area01_Msg_Warnings.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\04_HMI\A01_HMI.xml,Software units\31_Area01\Program blocks\04_HMI\A01_HMI.xml,db,SUCCESS,0.00,11644,4831,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\04_HMI\A01_HMI_CALL.xml,Software units\31_Area01\Program blocks\04_HMI\A01_HMI_CALL.xml,fc,SUCCESS,0.00,6963,253,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\04_HMI\A01_HMI_FB.xml,Software units\31_Area01\Program blocks\04_HMI\A01_HMI_FB.xml,fb,SUCCESS,0.02,507299,57733,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\04_HMI\A01_HMI_IDB.xml,Software units\31_Area01\Program blocks\04_HMI\A01_HMI_IDB.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\A01_ButtonsSafe_CALL.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\A01_ButtonsSafe_CALL.xml,fc,SUCCESS,0.00,54408,3695,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB101.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB101.xml,fb,SUCCESS,0.00,58454,3735,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB111.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB111.xml,fb,SUCCESS,0.01,187460,13163,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB112.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB112.xml,fb,SUCCESS,0.01,184393,13358,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB113.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB113.xml,fb,SUCCESS,0.00,78076,5099,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB113_W.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB113_W.xml,fb,SUCCESS,0.00,61470,3622,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB114_FeedA01.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB114_FeedA01.xml,fb,SUCCESS,0.00,54386,3324,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB131.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\ButtonsSafe_LB131.xml,fb,SUCCESS,0.01,195766,14172,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB101.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB101.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB111.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB111.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB112.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB112.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB113.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB113.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB113_W.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB113_W.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB114_FeedA01.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB114_FeedA01.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB131.xml,Software units\31_Area01\Program blocks\05_BUTTON_SAFE\LB131.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling.xml,Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling_Call.xml,Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling_Call.xml,fc,SUCCESS,0.01,85713,7266,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling_FB.xml,Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling_FB.xml,fb,SUCCESS,0.04,955727,90430,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling_PERS.xml,Software units\31_Area01\Program blocks\10_MANAGER\CoilHandling_PERS.xml,db,SUCCESS,0.00,27012,224,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\10_MANAGER\FUN\0_Loose Coil wrap detection\CoilCheckLooseWrap.xml,Software units\31_Area01\Program blocks\10_MANAGER\FUN\0_Loose Coil wrap detection\CoilCheckLooseWrap.xml,fb,SUCCESS,0.00,24176,1262,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\11_MATERIAL_COUNTER\CoilHandlingMatCounter.xml,Software units\31_Area01\Program blocks\11_MATERIAL_COUNTER\CoilHandlingMatCounter.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\11_MATERIAL_COUNTER\CoilHandlingMatCounter_CALL.xml,Software units\31_Area01\Program blocks\11_MATERIAL_COUNTER\CoilHandlingMatCounter_CALL.xml,fc,SUCCESS,0.00,28049,1714,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\11_MATERIAL_COUNTER\CoilHandlingMatCounter_PERS.xml,Software units\31_Area01\Program blocks\11_MATERIAL_COUNTER\CoilHandlingMatCounter_PERS.xml,db,SUCCESS,0.00,4230,239,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\18_Main HU\Area01_HU.xml,Software units\31_Area01\Program blocks\18_Main HU\Area01_HU.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\18_Main HU\Area01_HU_CALL.xml,Software units\31_Area01\Program blocks\18_Main HU\Area01_HU_CALL.xml,fc,SUCCESS,0.00,7789,469,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\18_Main HU\Area01_HU_FB.xml,Software units\31_Area01\Program blocks\18_Main HU\Area01_HU_FB.xml,fb,SUCCESS,0.00,88337,4455,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\18_Main HU\Area01_HU_PERS.xml,Software units\31_Area01\Program blocks\18_Main HU\Area01_HU_PERS.xml,db,SUCCESS,0.00,8380,358,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\19_Decoilers HU\DecoilersHU.xml,Software units\31_Area01\Program blocks\19_Decoilers HU\DecoilersHU.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\19_Decoilers HU\DecoilersHU_CALL.xml,Software units\31_Area01\Program blocks\19_Decoilers HU\DecoilersHU_CALL.xml,fc,SUCCESS,0.00,29487,1863,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\19_Decoilers HU\DecoilersHU_FB.xml,Software units\31_Area01\Program blocks\19_Decoilers HU\DecoilersHU_FB.xml,fb,SUCCESS,0.00,88834,5412,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\20_Coilcar\Coilcar.xml,Software units\31_Area01\Program blocks\20_Coilcar\Coilcar.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\20_Coilcar\Coilcar_CALL.xml,Software units\31_Area01\Program blocks\20_Coilcar\Coilcar_CALL.xml,fc,SUCCESS,0.00,71814,4687,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\20_Coilcar\Coilcar_FB.xml,Software units\31_Area01\Program blocks\20_Coilcar\Coilcar_FB.xml,fb,SUCCESS,0.01,152059,11797,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\20_Coilcar\Coilcar_PERS.xml,Software units\31_Area01\Program blocks\20_Coilcar\Coilcar_PERS.xml,db,SUCCESS,0.00,3297,250,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler1.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler1.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler1_CALL.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler1_CALL.xml,fc,SUCCESS,0.01,175567,17614,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler1_PERS.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler1_PERS.xml,db,SUCCESS,0.00,6955,208,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler_FB.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Decoiler_FB.xml,fb,SUCCESS,0.01,233991,18822,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Options\Decoiler_DiameterSensor_FB.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Options\Decoiler_DiameterSensor_FB.xml,fb,SUCCESS,0.00,41227,3249,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Options\Decoiler_Loop_FB.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Options\Decoiler_Loop_FB.xml,fb,SUCCESS,0.00,41888,4047,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\21_Decoiler1\Options\Decoiler_PneumaticBrake.xml,Software units\31_Area01\Program blocks\21_Decoiler1\Options\Decoiler_PneumaticBrake.xml,fb,SUCCESS,0.00,41323,3410,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\22_Decoiler2\Decoiler2.xml,Software units\31_Area01\Program blocks\22_Decoiler2\Decoiler2.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\22_Decoiler2\Decoiler2_CALL.xml,Software units\31_Area01\Program blocks\22_Decoiler2\Decoiler2_CALL.xml,fc,SUCCESS,0.01,180279,17563,,,False,0,2025-12-29 15:43:54
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\22_Decoiler2\Decoiler2_PERS.xml,Software units\31_Area01\Program blocks\22_Decoiler2\Decoiler2_PERS.xml,db,SUCCESS,0.00,6955,208,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot.xml,Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot_CALL.xml,Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot_CALL.xml,fc,SUCCESS,0.00,69245,3766,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot_FB.xml,Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot_FB.xml,fb,SUCCESS,0.01,193257,16727,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot_PERS.xml,Software units\31_Area01\Program blocks\23_Decoilers Horizontal Rotation\DecoilersHRot_PERS.xml,db,SUCCESS,0.00,5415,466,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\24_Peeler\Peeler.xml,Software units\31_Area01\Program blocks\24_Peeler\Peeler.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\24_Peeler\Peeler_CALL.xml,Software units\31_Area01\Program blocks\24_Peeler\Peeler_CALL.xml,fc,SUCCESS,0.00,55730,3269,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\24_Peeler\Peeler_FB.xml,Software units\31_Area01\Program blocks\24_Peeler\Peeler_FB.xml,fb,SUCCESS,0.00,90525,4895,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\30_Straightener\Straightener.xml,Software units\31_Area01\Program blocks\30_Straightener\Straightener.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\30_Straightener\Straightener_CALL.xml,Software units\31_Area01\Program blocks\30_Straightener\Straightener_CALL.xml,fc,SUCCESS,0.00,83014,5763,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\30_Straightener\Straightener_FB.xml,Software units\31_Area01\Program blocks\30_Straightener\Straightener_FB.xml,fb,SUCCESS,0.00,98487,7285,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\30_Straightener\Straightener_PERS.xml,Software units\31_Area01\Program blocks\30_Straightener\Straightener_PERS.xml,db,SUCCESS,0.00,4656,361,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\31_JB\JB.xml,Software units\31_Area01\Program blocks\31_JB\JB.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\31_JB\JB_CALL.xml,Software units\31_Area01\Program blocks\31_JB\JB_CALL.xml,fc,SUCCESS,0.01,143671,9791,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\31_JB\JB_FB.xml,Software units\31_Area01\Program blocks\31_JB\JB_FB.xml,fb,SUCCESS,0.02,470908,41822,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\31_JB\JB_PERS.xml,Software units\31_Area01\Program blocks\31_JB\JB_PERS.xml,db,SUCCESS,0.00,9127,912,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\40_Loop1\Loop1.xml,Software units\31_Area01\Program blocks\40_Loop1\Loop1.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\40_Loop1\Loop1_CALL.xml,Software units\31_Area01\Program blocks\40_Loop1\Loop1_CALL.xml,fc,SUCCESS,0.01,110926,6955,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\40_Loop1\Loop1_PERS.xml,Software units\31_Area01\Program blocks\40_Loop1\Loop1_PERS.xml,db,SUCCESS,0.00,6609,320,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\A01_Config.xml,Software units\31_Area01\Program blocks\A01_Config.xml,db,SUCCESS,0.00,78765,2490,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\31_Area01\Program blocks\A01_DEBUG.xml,Software units\31_Area01\Program blocks\A01_DEBUG.xml,db,SUCCESS,0.00,3936,1284,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\32_Area02\PLC data types\AccRollConveyor\udt_AccRollConveyor_COut_Manager.xml,Software units\32_Area02\PLC data types\AccRollConveyor\udt_AccRollConveyor_COut_Manager.xml,udt,SUCCESS,0.00,2276,255,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\32_Area02\PLC data types\AccRollConveyor\udt_AccRollConveyor_Pers.xml,Software units\32_Area02\PLC data types\AccRollConveyor\udt_AccRollConveyor_Pers.xml,udt,SUCCESS,0.00,3887,1282,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\32_Area02\PLC data types\FinalCut\udt_FinalCut_Pers.xml,Software units\32_Area02\PLC data types\FinalCut\udt_FinalCut_Pers.xml,udt,SUCCESS,0.00,2931,686,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\32_Area02\PLC data types\FlyingCarriage\udt_FlyingCarriage_CIn.xml,Software units\32_Area02\PLC data types\FlyingCarriage\udt_FlyingCarriage_CIn.xml,udt,SUCCESS,0.00,3175,630,,,False,0,2025-12-29 15:43:55
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\32_Area02\PLC data types\FlyingCarriage\udt_FlyingCarriage_Config.xml,Software units\32_Area02\PLC data types\FlyingCarriage\udt_FlyingCarriage_Config.xml,udt,SUCCESS,0.00,3710,279,,,False,0,2025-12-29 15:43:55
